,filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,tonic
2086,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-15,0.031521995,0.1769865,2296.225731055789,1869.4039658703186,3961.0552147076965,0.13242436931598298,-350.4287,52.6864,-32.86727,23.869213,-44.054638,-24.956099,-3.3761373,0.52681684,-13.295266,-16.322542,2.9602902,21.570536,27.311085,3.0879176,-9.801192,-3.2786071,-10.672489,-7.8421354,-6.837108,-14.9880905,146.832384
2087,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-16,0.026891667,0.18605755,2300.0154819736777,1824.388423280203,3819.2769053550696,0.13747063509820046,-371.64938,56.88146,-34.653774,23.033554,-38.15059,-23.458694,-3.7209299,-1.3742838,-12.418007,-9.676034,9.53437,22.543352,22.220213,-3.581439,-16.104006,-4.739864,-6.711636,-6.027895,-10.322656,-15.046673,146.832384
2088,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-17,0.029041244,0.20204,2299.399995708571,1810.0601124485418,3855.9308503803454,0.14053543138061145,-348.95148,57.557655,-41.553513,25.540144,-38.173393,-25.75031,-4.044919,-2.3299847,-12.903111,-13.729673,3.2667482,15.844065,18.007208,-4.5935454,-12.204858,2.001878,-3.2792664,-5.1859226,-7.900982,-13.168284,146.832384
2089,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-18,0.018599026,0.2519154,1910.0005057343335,1907.2667053897337,3557.574321168126,0.09993533674777477,-388.67978,91.82309,-23.988052,27.996405,-21.012205,-13.528033,-2.6570058,-3.6217408,-7.0098433,-12.618206,-1.9709443,5.5645103,5.978133,-4.214129,-9.744591,2.5794392,-6.4737487,-4.853853,-5.1230946,-5.7465506,146.832384
2090,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-19,0.078217804,0.25721985,1472.7209608626224,1894.0648269650444,2946.923847021333,0.057451655621130034,-287.56818,102.73186,-0.8104698,14.645128,-8.530558,-3.524049,-11.7068405,-7.7751837,-15.511611,-2.9329467,-0.36313915,3.1844077,-0.803146,-4.650948,-4.6832194,-2.8445287,-17.593267,-5.878078,-4.8745837,-8.277416,146.832384
2091,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-20,0.1616963,0.28492928,1396.0783211089024,1792.844621126558,2710.621109244993,0.0548165619557856,-159.37549,125.93772,-11.6308565,23.424168,-8.508045,-0.92834026,-11.721908,-7.952048,-20.26704,-2.8997333,-2.5536714,6.416107,1.2591281,-3.2630944,-3.6344156,4.504325,-15.549448,-0.040527593,-2.4271677,-8.569488,146.832384
2092,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-21,0.1633803,0.26851827,1505.9463405900995,1861.3801218457481,2974.927844351659,0.05944219536087461,-157.43217,117.82172,-13.840947,25.002804,-6.03087,-3.4758158,-15.525119,-7.6994333,-19.707823,-4.8565836,-4.9986978,2.1543548,-1.719976,-1.14976,-3.3398507,4.1240187,-14.318192,-1.443078,-1.2646914,-8.443783,146.832384
2093,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-22,0.153549,0.27837786,1364.0645184656858,1783.9877102477317,2642.684020051277,0.05207375919117647,-179.1608,122.65637,-8.030049,29.11015,-3.8919644,-1.9546548,-9.931745,-6.2895575,-19.698595,-6.396876,-4.670126,3.6497836,-2.5434687,-5.104881,-5.1254044,4.9199104,-12.375779,-3.407448,-1.4658507,-7.138216,146.832384
2094,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-23,0.14568643,0.26309887,1490.472930130778,1842.5327833864785,2962.3487537490323,0.057942771321110684,-185.57054,112.231255,-12.253919,28.123983,-6.608592,0.5859217,-14.291037,-6.027819,-18.296957,-5.2038336,-2.4312768,4.112992,-0.91933703,-0.98226947,-4.1830754,2.716115,-11.999923,-5.286479,-3.430354,-8.449347,146.832384
2095,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-24,0.10713293,0.22772746,1663.9299840946085,1888.7142015930854,3329.0340364532944,0.07624670447948917,-216.25194,101.206955,-14.882578,25.977156,-14.281725,0.17849958,-7.649597,-6.08175,-21.00373,-8.003207,-0.5016644,6.1481986,4.8478045,1.8701643,-3.7573822,1.7185029,-10.197189,-7.229771,-2.5854764,-5.9813313,146.832384
2096,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-25,0.117329456,0.24543805,1743.230784412423,1885.6225527936786,3356.283871677269,0.08845109024284056,-195.3714,101.936,-18.869358,27.061373,-12.182627,3.4430017,-5.8430276,-6.9385734,-22.175686,-6.7990103,2.3957858,8.526358,5.940712,-1.1571668,-7.9754763,0.8156478,-8.617034,0.16846487,3.459682,-4.334698,146.832384
2097,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-26,0.16286124,0.26973966,1556.0208164828261,1871.9703003282798,3123.768610998573,0.06654003603908669,-163.52979,113.09749,-11.687226,27.569714,-7.4295454,5.978455,-9.938731,-5.8589115,-18.498995,-4.233168,1.7982078,5.8534436,2.1192706,-0.51493263,-5.946139,2.925825,-11.747292,-2.3172405,-0.33827186,-6.873257,146.832384
2098,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-27,0.085576676,0.2730882,1555.6320557283336,1856.633291984078,3078.9147155572755,0.06834576964009288,-261.1775,105.99037,-4.9727874,32.240887,-4.2459116,-0.55141425,-4.1828046,-2.9018247,-13.678303,-6.1694527,-0.013846335,4.1865053,2.1283925,-1.5415984,-5.06638,2.7645898,-8.927031,-4.5457125,-2.715045,-7.0892043,146.832384
2099,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-28,0.123862855,0.27688155,1552.9715173558357,1882.8620268196044,3082.7146925793345,0.06741701486309984,-199.33958,111.875336,-9.2865925,29.211391,-3.3319085,3.7287674,-8.898273,-6.8655944,-17.055805,-7.013141,0.5674876,6.556053,3.0763948,0.68986946,-4.8600693,3.0829253,-10.793098,-3.6109903,-0.15634465,-6.3276005,146.832384
2100,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-29,0.12840518,0.2609177,1608.2081990967488,1920.419347295139,3290.9800998935757,0.06796444163602941,-199.10616,107.12955,-10.038411,27.483105,-6.6933713,3.8903105,-9.329879,-8.199062,-17.42491,-6.7982807,3.7592826,8.676348,3.5316513,2.6022394,-6.0311546,-0.90883803,-13.326166,-5.080472,-2.0968037,-8.690117,146.832384
2101,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-30,0.16401556,0.2603064,1582.2742598121147,1907.3734191439783,3219.918029596193,0.06103288869001548,-153.54591,112.84575,-16.27837,27.39497,-3.6958318,4.870489,-16.924847,-9.528967,-14.410988,-4.084645,-3.0236182,2.293484,-2.9089582,-1.9584173,-8.021104,1.4835203,-15.952735,-1.7939328,0.5514015,-4.9594646,146.832384
2102,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-31,0.16511276,0.3030833,1460.0263213949063,1890.3941673847874,2985.0527831275394,0.053432594511900154,-168.3213,120.32222,-7.488763,28.954214,0.30147368,3.3477314,-11.318375,-6.6182547,-13.691846,-1.612392,-1.108409,5.937486,-1.3304158,0.73460776,-1.360682,2.6480536,-12.613804,-1.531784,-2.6497731,-6.5268903,146.832384
2103,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-32,0.09685589,0.3412533,1392.1828003647397,1996.708965469001,2861.6701958718313,0.03630212364551084,-259.6932,118.380905,15.13546,9.060301,7.8854156,15.904982,-4.934295,-1.2455605,-11.447022,-0.12212209,3.859982,3.4727523,-6.6084104,2.2859094,1.8710995,-1.4873672,-0.26671332,0.23368384,1.6441522,2.7472174,146.832384
2104,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-33,0.099638276,0.37995306,1419.189546534056,1973.945459263324,2872.9701275426905,0.04274690704818111,-238.75302,121.11767,10.552375,8.970255,4.7739077,14.191164,-6.79664,-1.7531703,-11.599437,-1.9521099,2.0851924,0.9227983,-7.8661537,0.5286723,0.13542697,-1.5538082,-1.1540159,0.5282445,1.9836768,2.3037655,146.832384
2105,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-34,0.12622051,0.391112,1351.5657152209412,1958.5569740245382,2753.120852254862,0.039731997085429564,-227.92577,122.03972,12.289008,14.996739,7.451341,17.843744,-4.7537193,0.22957382,-10.908283,-1.8621938,2.9340687,1.115615,-7.3489,1.7715288,1.1818873,-1.6931082,-1.3565902,-0.8040093,-0.7735269,1.0933751,146.832384
2106,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-35,0.12729555,0.37721735,1347.504799402378,1957.8269375083657,2700.0753396804857,0.037609938866582815,-220.02617,124.02356,11.752395,12.714606,8.177175,19.112011,-5.980827,-0.5288119,-12.866418,-2.1767204,2.3687007,0.90688634,-8.189778,1.8758825,2.6537538,-0.4506424,-0.41968942,-0.807535,-0.7024213,0.18548869,146.832384
2107,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-36,0.10970408,0.38565695,1455.4506452980509,2028.3332848904881,2968.82371459583,0.044385786026993036,-196.97086,125.53142,5.7682424,9.981176,6.630481,19.896795,-7.4477963,-1.7752929,-14.585894,-2.67109,-0.6065552,-0.08625214,-9.878092,0.38371253,0.4126435,-1.7505728,-1.1530977,-0.4550314,0.11528162,1.7971895,146.832384
2108,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-37,0.14501005,0.38008112,1509.1830185972346,2002.0037361009183,3037.135801521986,0.05062818970104489,-180.01591,119.313576,-1.419986,13.122164,3.4294147,16.249828,-8.509367,-0.7373872,-14.59846,-1.9513134,-0.060389798,1.0324745,-7.3977036,-0.24206369,-1.7464936,-2.0352714,-4.292344,-1.7436968,-1.5993133,-1.571866,146.832384
2109,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Thappi Bratikipova/Thappi Bratikipova.mp3.mp3-38,0.14058417,0.29205543,1489.831453125401,1867.91280898432,2980.7541654256784,0.059671262142595306,-190.64203,118.77085,-8.44643,27.197866,-1.3517656,6.3812747,-6.5569863,0.5206849,-15.577862,-1.1998087,-1.5571636,2.4911897,-1.2224588,-0.87677056,-5.5375676,-0.3099785,-7.2666717,-6.83448,-0.8935606,-7.0953236,146.832384
2110,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Krishna Nee Begane Baaro/Krishna Nee Begane Baaro.mp3.mp3-1,0.11837851,0.21303886,1527.49363258726,1918.0583300047213,3135.906037605215,0.06017386138254644,-216.70961,104.18801,-8.265556,30.060303,-11.44996,-0.56674135,-15.149311,-7.859529,-20.997374,-7.254827,-4.444354,-2.1926994,-2.9244952,-3.950148,-10.389625,3.5378225,-10.214681,-4.071971,-2.9444296,-7.7791677,146.832384
2111,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Krishna Nee Begane Baaro/Krishna Nee Begane Baaro.mp3.mp3-2,0.12716047,0.22551818,1544.060685302044,1910.2328834976329,3165.5558583168054,0.05906748107343266,-192.42125,109.5946,-13.112081,28.358759,-6.951939,2.0023105,-18.555876,-6.5214286,-18.827805,-6.0872755,-5.0290513,-3.9256482,-4.1795025,-2.2042584,-10.106775,0.8009676,-9.311488,-0.22969484,0.7628996,-3.5904775,146.832384
2112,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Krishna Nee Begane Baaro/Krishna Nee Begane Baaro.mp3.mp3-3,0.11946818,0.23899211,1533.634287512667,1928.814619653336,3175.689130375629,0.06027117749854876,-207.0349,108.90772,-5.690263,30.650396,-8.61752,0.8083233,-13.636297,-6.798933,-20.359774,-6.087396,-2.4546325,-0.91652924,-2.1535559,-2.7376647,-8.115557,3.2477033,-10.317581,-1.4658213,1.4167591,-4.450156,146.832384
2113,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Krishna Nee Begane Baaro/Krishna Nee Begane Baaro.mp3.mp3-4,0.12402391,0.21216156,1682.5878205542556,1952.7274586156655,3462.624895314314,0.06970536081414473,-185.55606,101.62137,-14.346114,31.057783,-11.184689,1.6985431,-18.524988,-6.4434237,-20.420755,-7.3879385,-4.1055307,-2.12603,-1.9968923,-1.5349283,-9.045302,1.789087,-9.966026,-1.7934366,2.1645286,-4.1953483,146.832384
2114,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Krishna Nee Begane Baaro/Krishna Nee Begane Baaro.mp3.mp3-5,0.114441015,0.2364369,1639.5382470608886,1945.4903612725545,3352.6672268799584,0.0694453472692531,-205.20825,103.63542,-9.141692,30.237667,-6.7304516,3.2161813,-16.268312,-7.5766044,-16.864603,-5.3901916,-2.3513074,-2.6033723,-0.7148929,0.17706066,-6.474483,4.0425963,-8.900702,2.2656865,5.1189485,0.6199265,146.832384
2115,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Krishna Nee Begane Baaro/Krishna Nee Begane Baaro.mp3.mp3-6,0.08068316,0.2516504,1631.980520799979,1944.4048792997808,3279.02659157108,0.07176252596640173,-250.68793,103.876144,-9.900177,27.01655,-11.378629,4.3714223,-9.585383,-8.2188,-20.327776,-6.5246124,-0.7914356,-1.7319009,-2.5356824,-2.315608,-9.124286,2.1549509,-7.1814914,0.71947503,3.3172464,1.4434172,146.832384
2116,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-1,0.059823394,0.21562867,1768.2161197009134,1813.1861832703964,3409.496049910507,0.08068091802921827,-306.71378,87.56364,-30.723637,26.671228,-14.259057,-12.974914,-12.14989,-7.7207003,-11.885602,-9.453275,-4.5410995,-0.67904264,-2.9880457,-9.092153,-12.873467,0.87621826,-19.88674,-8.956023,-7.140522,-10.948083,146.832384
2117,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-2,0.1328221,0.2625213,1435.4286464447546,1753.7278385355105,2797.8789149423133,0.05697301150106424,-196.43755,116.086945,-17.874779,35.941254,6.4914436,-0.9609538,-11.247972,-4.81955,-11.807548,-8.832278,-5.4611826,2.8809474,-4.6960216,-5.405293,-7.3633385,5.1690845,-11.03699,-2.0084066,-1.3785526,-7.6895723,146.832384
2118,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-3,0.12779303,0.2519308,1504.2158188177866,1835.4722902547214,2985.565280028541,0.05893823015431501,-195.03821,114.302536,-17.535244,31.51505,2.2434187,0.30851796,-11.650329,-6.368974,-17.527803,-10.819757,-4.6094294,1.7015811,-6.191451,-6.7907124,-8.774894,3.7402165,-10.547201,-2.283983,-1.5205195,-7.9295106,146.832384
2119,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-4,0.15142757,0.24266034,1593.893060115829,1856.995561993087,3168.2391754244873,0.06459541438902863,-167.33614,108.76393,-22.271868,30.2031,-3.4554386,-0.45181316,-18.207592,-5.391857,-15.693083,-8.085062,-3.3365738,0.8901254,-5.515881,-4.4585176,-6.3717422,4.0099177,-13.880128,-3.7830307,-2.3487575,-9.098602,146.832384
2120,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-5,0.13041931,0.2648621,1481.1165064127003,1810.5249699068497,2935.8155808581655,0.05820297382933436,-196.40056,113.166916,-15.422758,34.208748,1.433087,-1.3109744,-10.219533,-3.0095649,-14.908224,-8.001068,-3.9625897,1.8698734,-4.6411943,-4.4411783,-7.2792015,4.531282,-10.558952,-2.6190517,-0.5619911,-8.692494,146.832384
2121,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-6,0.12740295,0.2649164,1452.3164325715688,1839.7766697687402,2868.8826522590944,0.056733028069369196,-193.0999,119.07835,-12.241505,28.502548,1.9123138,-3.0461104,-13.059932,-8.132849,-16.9013,-2.320945,-4.2302194,0.78147006,-3.9839895,-3.006722,-6.954534,3.2867444,-15.532666,-1.9793928,-0.9039215,-8.393099,146.832384
2122,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-7,0.13414635,0.26974782,1457.663020037221,1797.6073761997382,2937.9280680842444,0.05858486872339396,-185.65395,119.69749,-14.417021,33.784683,-0.4559608,-0.7901377,-8.326314,-5.011628,-15.8689,-5.014889,-1.918087,3.0917897,-1.5502344,-4.9154134,-5.193207,5.3146067,-13.397554,-1.513009,0.29466355,-6.8142138,146.832384
2123,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-8,0.14952658,0.26642773,1440.477933055705,1789.5743165954157,2857.953551679204,0.0565922503869969,-181.94627,116.93545,-13.829466,35.605015,3.211778,0.54921615,-11.153971,-2.570488,-14.312724,-7.4523644,-3.4270563,4.639353,-2.1738915,-4.6052246,-7.154566,4.184002,-11.235421,-1.5177755,0.35218543,-7.8823705,146.832384
2124,D:/carnatic/Kuldeep Pai at Arkay by Kuldeep Pai/Kari Kalabha Mukham/Kari Kalabha Mukham.mp3.mp3-9,0.10315424,0.3102503,1251.6047498470186,1753.7781127771655,2593.388594642465,0.038614551296133566,-244.62253,120.98484,2.6125264,32.90695,5.655426,7.5749326,2.149332,0.8276639,-14.718941,-7.374049,-0.626411,1.0539556,-5.402951,-1.5575963,-2.0087817,3.184203,-4.1822815,-0.9454041,0.63449854,-5.191205,146.832384
2125,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Parvathi Ninu Ne Nera Nammithi/Parvathi Ninu Ne Nera Nammithi.mp3.mp3-1,0.100401595,0.25259215,2058.206238911003,1907.513747667423,3775.1771720201236,0.1165431350377322,-188.58821,91.77733,-36.323017,41.095337,-3.4713871,-14.737412,-1.5778921,-9.528614,-13.497061,3.7063706,-17.77757,9.095811,-7.4596677,-2.5958095,1.3713864,-3.136512,-3.3757255,7.7270494,-2.1694312,-6.8187923,180.771869
2126,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Parvathi Ninu Ne Nera Nammithi/Parvathi Ninu Ne Nera Nammithi.mp3.mp3-2,0.13189034,0.2581345,2055.1056449849398,1947.5993901772451,3906.2263795834947,0.11200669232536764,-151.29486,93.78096,-31.558588,42.07024,-4.9198246,-8.450782,-5.7757106,-7.4724293,-14.606879,2.3250973,-14.48631,7.09378,-7.3699026,0.47974417,2.242334,-3.874435,-5.6598306,6.7821283,-3.218323,-6.512955,180.771869
2127,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Parvathi Ninu Ne Nera Nammithi/Parvathi Ninu Ne Nera Nammithi.mp3.mp3-3,0.12838642,0.27880862,1963.4252329872343,1884.0906145385025,3749.0648299178843,0.10488145196400929,-151.26384,100.68812,-34.2273,43.63861,-5.968293,-8.031026,-2.9022093,-6.24946,-14.018107,1.1886247,-16.236582,7.7543893,-4.997911,-1.4310404,2.9407976,-0.7991485,-4.1259737,6.541496,-3.2789383,-6.661002,180.771869
2128,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Parvathi Ninu Ne Nera Nammithi/Parvathi Ninu Ne Nera Nammithi.mp3.mp3-4,0.12218962,0.26044932,1966.8449908175091,1898.3533060589298,3756.889782601466,0.10580775021768576,-157.34822,98.58856,-33.041233,40.88295,-7.505637,-5.5940113,-3.927182,-5.729346,-16.150635,-0.1344061,-14.950156,5.5939207,-5.180939,-2.120466,1.9541522,-0.5170906,-6.292407,4.8981233,-3.1083667,-5.3813157,180.771869
2129,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Parvathi Ninu Ne Nera Nammithi/Parvathi Ninu Ne Nera Nammithi.mp3.mp3-5,0.083396666,0.3110703,1606.390202696871,1807.4737042664347,3171.048794450431,0.07774223239942529,-216.45299,119.67491,-24.893856,40.193165,6.3393755,-1.7247227,-8.184251,-4.8273077,-12.391508,-6.6054,-13.332947,5.822893,0.3075803,-4.464207,1.6259956,0.7040219,-4.609059,5.698936,-0.8877442,-7.4767714,180.771869
2130,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-1,0.07671981,0.23839961,1907.2475051650317,1765.9170715917253,3609.6031732234424,0.09949240669746517,-232.119,96.982666,-53.773098,29.136162,-8.761647,-17.77559,-3.5590014,-16.568007,-14.911123,8.041643,-17.27215,5.3011923,-14.993834,-2.2106047,3.0437376,-7.7532926,-4.050033,10.200929,3.6838923,-6.4038205,180.771869
2131,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-2,0.06456785,0.24081902,1621.8184951416447,1687.5239481198282,3253.9553237773316,0.07453318498452012,-251.4153,113.26616,-53.014145,26.668634,-10.854191,-23.140984,-6.373884,-26.443039,-19.330248,4.8735538,-20.125011,6.203683,-17.987947,-7.1849303,3.3841753,-13.399978,-9.808384,4.6278048,-1.6786399,-7.7998047,180.771869
2132,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-3,0.069269754,0.24281909,1646.5017080580753,1634.682455060674,3178.5266132177585,0.07934097904169891,-244.7373,108.55204,-61.091827,18.391623,-15.173782,-26.535006,-13.998691,-23.541191,-18.604982,3.0522377,-21.413551,-0.49584484,-17.513952,-4.556737,0.11051634,-11.166729,-8.205181,6.2452116,-1.2988813,-11.949934,180.771869
2133,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-4,0.085859455,0.22503094,1891.3311711189758,1799.1506139409473,3545.549393881216,0.09590644954527863,-229.40804,82.010025,-61.344124,14.421024,-17.945616,-26.371433,-13.890733,-22.035437,-22.410038,3.6717296,-22.16345,-0.05968643,-12.173801,-1.6639694,-2.113347,-7.9384613,-8.504002,6.8404093,3.6254935,-11.920946,180.771869
2134,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-5,0.09577901,0.26000175,1971.8975333254525,1759.2665356468108,3663.6320131851053,0.10979601030379257,-190.39394,85.56632,-71.34022,8.133787,-25.512287,-30.728495,-15.819899,-23.579124,-20.623636,10.047187,-24.92356,-1.8692294,-15.326278,-5.6461887,-0.6772813,-11.893821,-11.977019,6.0619073,0.42290938,-10.593778,180.771869
2135,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-6,0.08119172,0.24138282,1954.6592277507903,1775.028268034215,3526.645341524768,0.10505888853279799,-226.02269,80.309044,-67.49717,12.352423,-18.25744,-28.396355,-19.616175,-20.201084,-24.056536,1.1680043,-21.840126,-2.766724,-17.7717,-2.9979782,-3.4952593,-9.7688,-5.094892,8.488782,5.0335703,-3.4231653,180.771869
2136,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-7,0.0726102,0.18953285,1905.4634607142132,1829.1371878259463,3504.9954724385643,0.08268770861551858,-262.57806,67.90862,-59.012894,18.127733,-11.850545,-28.488235,-23.641117,-19.764505,-27.528904,-4.5757527,-25.897802,-3.5907378,-10.498119,-7.978146,-5.8049264,-6.106361,4.428732,17.686895,19.133642,16.961998,180.771869
2137,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-8,0.088461,0.2203908,2048.367826999145,1808.3882216758855,3634.6488551089637,0.10803978509578173,-226.02959,65.037704,-67.24047,12.180915,-21.244703,-31.028017,-26.823112,-20.369486,-24.711428,-1.0533425,-22.869183,-6.3236313,-10.737614,-6.3210425,-4.5896783,-6.637257,4.197887,17.93932,17.703327,13.535064,180.771869
2138,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-9,0.09397181,0.21195374,2072.2027324120395,1829.1997828902104,3655.1153980172458,0.11132793603666796,-229.98633,59.902103,-63.10523,11.793013,-23.712172,-26.963629,-28.50278,-18.337019,-23.98835,-0.9248578,-19.086943,-6.2594886,-13.374498,-3.8796198,-3.0306149,-1.1448491,11.842483,24.869028,14.966747,4.855791,180.771869
2139,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-10,0.10259937,0.22828324,2209.197572804322,1879.0607907108374,3948.1844592020607,0.12581273129111842,-201.5267,53.699196,-73.64184,0.6785056,-33.75504,-15.786352,-24.510675,-17.523914,-19.34624,2.4149983,-24.7886,-8.08556,-19.418821,0.07637896,0.13816135,-0.058808036,11.317246,22.950449,14.451257,10.060468,180.771869
2140,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-11,0.08059194,0.2409322,1747.2949468570955,1694.827017716564,3369.8212898183533,0.08657676295230263,-227.44354,101.775955,-61.909668,23.856026,-16.087751,-23.033808,-12.594869,-23.380642,-20.618448,2.7630765,-21.82919,-1.5624597,-20.092073,-5.5767636,-1.2346126,-12.132789,-5.669995,7.823901,-0.39979455,-6.0164914,180.771869
2141,D:/carnatic/Srividya Janakiraman at Arkay by Srividya Janakiraman/Nee Sari evvaramma/Nee Sari evvaramma.mp3.mp3-12,0.026785461,0.22656134,1864.6118867978744,1745.2016903517815,3392.054488710575,0.10946551343604877,-341.39618,96.88419,-43.47034,22.544966,-6.72966,-14.508733,-13.65625,-12.957959,-23.188211,-10.321165,-9.347122,-4.4455366,-0.654292,-6.094902,-5.448915,0.27974775,1.1169181,11.31896,7.169454,-1.1693834,180.771869
